Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Pistacia lentiscus,SOX2,FALSE,TRUE,Galmes et al. (2007),NA,1623,Pistacia,lentiscus,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Pistacia_lentiscus,5,-6.41,-5.62,-7.363300595263198,48.4,0.9850499569638661,0.01084500540084788,5.236339111233284e-4,62.48593649440056,-6.40999999749085,8.063911294278173,TRUE,0.40707870991170186,0.08947500702471349,1.1266634962557893
Pistacia lentiscus,SOX2,FALSE,TRUE,Galmes et al. (2007),NA,1623,Pistacia,lentiscus,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Pistacia_lentiscus,5,-6.41,-5.62,-7.363300595263198,48.4,0.9850499569638661,0.01084500540084788,5.236339111233284e-4,62.48593649440056,-6.40999999749085,8.063911294278173,FALSE,0.40707870991170186,NA,1.1266634962557893
