Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Picea abies,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),NA,1609,Picea,abies,0.57,60.23,25.02,20,5.6,603,Picea_abies,48.202823087156,-3.61,-2.8,-4.384726863080202,46.6,0.6509363975796807,1.9399453830421686e-4,8.052841925306337e-4,47.54527097853445,-3.609999994079134,5.750724267853768,TRUE,1.6122701613960906,0.11554669096133642,NA
Picea abies,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),NA,1609,Picea,abies,0.57,60.23,25.02,20,5.6,603,Picea_abies,48.202823087156,-3.61,-2.8,-4.384726863080202,46.6,0.6509363975796807,1.9399453830421686e-4,8.052841925306337e-4,47.54527097853445,-3.609999994079134,5.750724267853768,FALSE,1.6122701613960906,NA,NA
