Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Cedrus atlantica,CMAX,FALSE,TRUE,Grieu et al. (1988),NA,1599,Cedrus,atlantica,0.25,44.0833333333333,3.03333333333333,650,12.15,736.2,Cedrus_atlantica,41.72784956043956,-4.98,-4.11,-6.204511832480008,28.8,0.7382837752532381,4.128656397010699e-4,4.4996537188309434e-4,45.8175114074392,-4.9800000022749185,5.085600685969965,TRUE,0.04744468880512631,0.095,59.999957154068746
Cedrus atlantica,CMAX,FALSE,TRUE,Grieu et al. (1988),NA,1599,Cedrus,atlantica,0.25,44.0833333333333,3.03333333333333,650,12.15,736.2,Cedrus_atlantica,41.72784956043956,-4.98,-4.11,-6.204511832480008,28.8,0.7382837752532381,4.128656397010699e-4,4.4996537188309434e-4,45.8175114074392,-4.9800000022749185,5.085600685969965,FALSE,0.06460497252204882,NA,0.21470843044042845
