Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Broussonetia papyrifera,CMAX,FALSE,FALSE,Liu et al. (2010),Broussonetia,papyrifera,NA,1615,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Broussonetia_papyrifera,10,-0.493092146233794,-0.2746025167200199,-0.955470004064967,67.09468135091763,4.741824144225683,0.007762113931066779,1.2350831303035753e-4,113.55620360153354,-0.4930921401530749,1.6901601143037084,TRUE,44.19504647706234,0.1,23.857122463064
Broussonetia papyrifera,CMAX,FALSE,FALSE,Liu et al. (2010),Broussonetia,papyrifera,NA,1615,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Broussonetia_papyrifera,10,-0.493092146233794,-0.2746025167200199,-0.955470004064967,67.09468135091763,4.741824144225683,0.007762113931066779,1.2350831303035753e-4,113.55620360153354,-0.4930921401530749,1.6901601143037084,FALSE,59.999957154068746,NA,3.07615820091007
