Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Ficus tikoua,PROFITMAX,FALSE,FALSE,Liu et al. (2011),Ficus,tikoua,NA,25.80580687547748,-10.15,-8.9,6.1018319223738e-4,1.845482375238133e-4,30.4,36.47425282982833,-7.61,1.6792586803871035,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-8.900000015011845,8.507324997271347,TRUE,0.09552780714476267,0.1,NA
Ficus tikoua,PROFITMAX,FALSE,FALSE,Liu et al. (2011),Ficus,tikoua,NA,25.80580687547748,-10.15,-8.9,6.1018319223738e-4,1.845482375238133e-4,30.4,36.47425282982833,-7.61,1.6792586803871035,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-8.900000015011845,8.507324997271347,FALSE,0.1144553048190226,NA,NA
