Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Pinus sylvestris,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),Pinus,sylvestris,NA,18.42039318956406,-6.451391803600236,-4.536701542926697,4.3314449714152255e-4,0.10731350019714624,38.44578609992118,83.71190009368637,-2.7998516164770915,2.7784599654428432,0.75,60.23,25.02,20,5.6,603,-4.536701527285448,3.17542475267105,TRUE,0.10449773248849287,0.1,NA
Pinus sylvestris,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),Pinus,sylvestris,NA,18.42039318956406,-6.451391803600236,-4.536701542926697,4.3314449714152255e-4,0.10731350019714624,38.44578609992118,83.71190009368637,-2.7998516164770915,2.7784599654428432,0.75,60.23,25.02,20,5.6,603,-4.536701527285448,3.17542475267105,FALSE,0.13986243732153042,NA,NA
