Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,P50,b,acclimation,K.scale,alpha,gamma
Malva subovata,SOX,FALSE,TRUE,Galmes et al. (2007),Malva,subovata,NA,1629,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Malva_subovata,2,-1.61037194183803,-0.855060731420354,-2.2059818413796,78.6312981162718,-1.6103719274122585,3.552674145245792,TRUE,8.536996026357576,0.1,NA
Malva subovata,SOX,FALSE,TRUE,Galmes et al. (2007),Malva,subovata,NA,1629,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Malva_subovata,2,-1.61037194183803,-0.855060731420354,-2.2059818413796,78.6312981162718,-1.6103719274122585,3.552674145245792,FALSE,9.183487491474091,NA,NA
