Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Betula pendula,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),Betula,pendula,NA,14.336105555555553,-3.5361066666666665,-2.4423833333333334,5.719835966412721e-4,0.004049708244614818,45.11144128666667,59.306897691496,-0.8996673333333333,1.6260431780000748,0.55,60.23,25.02,20,5.6,603,-2.4423833357570413,3.021341305576843,TRUE,0.27448781587605314,0.1,NA
Betula pendula,PROFITMAX,FALSE,TRUE,Salmon et al. (2020),Betula,pendula,NA,14.336105555555553,-3.5361066666666665,-2.4423833333333334,5.719835966412721e-4,0.004049708244614818,45.11144128666667,59.306897691496,-0.8996673333333333,1.6260431780000748,0.55,60.23,25.02,20,5.6,603,-2.4423833357570413,3.021341305576843,FALSE,0.4612712875538176,NA,NA
