Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Rosa cymosa,PROFITMAX,FALSE,FALSE,Liu et al. (2010),Rosa,cymosa,NA,20,-16.62,-11.28,6.1018319223738e-4,2.05938e-4,7.110434098,36.47425282982833,-4.4,0.59,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-2,2,TRUE,1.1941503083259188,0.1,NA
Rosa cymosa,PROFITMAX,FALSE,FALSE,Liu et al. (2010),Rosa,cymosa,NA,20,-16.62,-11.28,6.1018319223738e-4,2.05938e-4,7.110434098,36.47425282982833,-4.4,0.59,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-2,2,FALSE,1.8806048215510422,NA,NA
