Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Malva subovata,PROFITMAX,FALSE,TRUE,Galmes et al. (2007),Malva,subovata,NA,10.778620952380951,-3.23,-2.3,3.488026258000056e-4,0.03729466252194064,40.86021505,91.68279840916193,-2.02,2.8579497798641826,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,-2.3000000024300338,3.292526948589942,TRUE,4.583041624510696,0.1,NA
Malva subovata,PROFITMAX,FALSE,TRUE,Galmes et al. (2007),Malva,subovata,NA,10.778620952380951,-3.23,-2.3,3.488026258000056e-4,0.03729466252194064,40.86021505,91.68279840916193,-2.02,2.8579497798641826,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,-2.3000000024300338,3.292526948589942,FALSE,4.92255660173925,NA,NA
