Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Platycarya longipes,PROFITMAX,FALSE,FALSE,Liu et al. (2010),Platycarya,longipes,NA,27.195633205128203,-4.661820584769402,-1,5.396428831180919e-4,0.0012681421566637981,23.398205447272453,70.19116315342026,-0.1,6.856623790813479,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-1.0951775812877345,1.0000000070266966,TRUE,2.3712115776370135,0.1,NA
Platycarya longipes,PROFITMAX,FALSE,FALSE,Liu et al. (2010),Platycarya,longipes,NA,27.195633205128203,-4.661820584769402,-1,5.396428831180919e-4,0.0012681421566637981,23.398205447272453,70.19116315342026,-0.1,6.856623790813479,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,-1.0951775812877345,1.0000000070266966,FALSE,3.58341990996627,NA,NA
