Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Phlomis italica,SOX,FALSE,TRUE,Galmes et al. (2007),Phlomis,italica,NA,1628,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Phlomis_italica,1,-4.508708694941621,-2.029707371230813,-7.260234165288264,15.747145909429609,1.932630225720356,1.114600222508713,6.025768088726976e-4,106.69781647542263,-4.508709397502205,2.3468742061461656,TRUE,0.423899925097615,0.1,NA
Phlomis italica,SOX,FALSE,TRUE,Galmes et al. (2007),Phlomis,italica,NA,1628,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Phlomis_italica,1,-4.508708694941621,-2.029707371230813,-7.260234165288264,15.747145909429609,1.932630225720356,1.114600222508713,6.025768088726976e-4,106.69781647542263,-4.508709397502205,2.3468742061461656,FALSE,0.6275097847928408,NA,NA
