Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Helianthus annuus,PROFITMAX,FALSE,TRUE,Tezara et al. (2008),Helianthus,annuus,NA,7.057116849816848,-4.792498332635659,-2.02633936700823,1.5496881087499992e-4,0.0069138352606905075,86.09900514240458,111.28451772067316,-0.4063929570427996,2.5499106423741185,NA,NA,NA,NA,NA,NA,-2.0263393540778107,1.2988221406220066,TRUE,6.672923040670053,0.1,NA
Helianthus annuus,PROFITMAX,FALSE,TRUE,Tezara et al. (2008),Helianthus,annuus,NA,7.057116849816848,-4.792498332635659,-2.02633936700823,1.5496881087499992e-4,0.0069138352606905075,86.09900514240458,111.28451772067316,-0.4063929570427996,2.5499106423741185,NA,NA,NA,NA,NA,NA,-2.0263393540778107,1.2988221406220066,FALSE,8.828785863484038,NA,NA
