Species,scheme,dpsi,inst,source,genus,species,subsp,Height.max..m.,P88..MPa.,P50..MPa.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Slope,SLA..cm2.g.1.,P12..MPa.,Ks..kg.m.1.MPa.1.s.1.,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,P50,b,acclimation,K.scale,alpha,gamma
Quercus pubescens,PROFITMAX,FALSE,TRUE,Epron and Dreyer (1990),Quercus,pubescens,NA,12.050784578597872,-8.668919874566317,-5.181893730997559,6.228675046952423e-4,4.5989460165508114e-4,21.527032360027807,47.48306452100425,-2.3145754278473394,1.3639999999999999,NA,44.18,5.25,1200,6.476,1104.6,-5.18189376059695,2.172776159649592,TRUE,0.06766957076048546,0.1,NA
Quercus pubescens,PROFITMAX,FALSE,TRUE,Epron and Dreyer (1990),Quercus,pubescens,NA,12.050784578597872,-8.668919874566317,-5.181893730997559,6.228675046952423e-4,4.5989460165508114e-4,21.527032360027807,47.48306452100425,-2.3145754278473394,1.3639999999999999,NA,44.18,5.25,1200,6.476,1104.6,-5.18189376059695,2.172776159649592,FALSE,0.09551259997054931,NA,NA
