Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Eucalyptus pilularis,CGAIN,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,pilularis,NA,1602,NA,NA,NA,NA,16.86887,1110.789,Eucalyptus_pilularis,19.87853,-2.5804398392128665,-1.443327620255893,-4.216547359344664,21.057667079303744,3.0377757958488067,5.245388948333438e-4,1.6709328986666718e-4,38.17933243013597,-2.580439835806184,2.2768310600351347,TRUE,0.3674066785177596,0.1,17.223837454211285
Eucalyptus pilularis,CGAIN,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,pilularis,NA,1602,NA,NA,NA,NA,16.86887,1110.789,Eucalyptus_pilularis,19.87853,-2.5804398392128665,-1.443327620255893,-4.216547359344664,21.057667079303744,3.0377757958488067,5.245388948333438e-4,1.6709328986666718e-4,38.17933243013597,-2.580439835806184,2.2768310600351347,FALSE,0.5438298435004028,NA,8.827475835805727
