Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Eucalyptus populnea,CMAX,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,populnea,NA,1603,NA,NA,NA,NA,18.8,370.6,Eucalyptus_populnea,25.702832777777772,-5.64,-3.53,-7.7,22.841956771827572,1.5537181460224607,2.223269255666669e-4,1.5295712946666895e-4,30.144328363745043,-5.640000049258216,3.591143924563648,TRUE,0.19999555840932481,0.1,0.37517183358636846
Eucalyptus populnea,CMAX,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,populnea,NA,1603,NA,NA,NA,NA,18.8,370.6,Eucalyptus_populnea,25.702832777777772,-5.64,-3.53,-7.7,22.841956771827572,1.5537181460224607,2.223269255666669e-4,1.5295712946666895e-4,30.144328363745043,-5.640000049258216,3.591143924563648,FALSE,0.2818213890766069,NA,0.26740153043134945
