Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Olea europaea var. Chemlali,SOX,FALSE,TRUE,Ennajeh et al. (2008),Olea,europaea,Chemlali,1635,1.35,33.891835,10.101385,30,19.5,218,Olea_europaea,15,-7,-2.58,-12,7.6,1.264379940519861,0.0022681120257708317,3.051208571571407e-4,33.4,-7.00000003020531,2.074324103202459,TRUE,0.4713179682777091,0.1,NA
Olea europaea var. Chemlali,SOX,FALSE,TRUE,Ennajeh et al. (2008),Olea,europaea,Chemlali,1635,1.35,33.891835,10.101385,30,19.5,218,Olea_europaea,15,-7,-2.58,-12,7.6,1.264379940519861,0.0022681120257708317,3.051208571571407e-4,33.4,-7.00000003020531,2.074324103202459,FALSE,0.5444225160592011,NA,NA
