Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Phlomis italica,CGAIN2,FALSE,TRUE,Galmes et al. (2007),NA,1628,Phlomis,italica,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Phlomis_italica,1,-4.36687441881672,-2.0730878023783563,-7.26062031356701,15.523392020986075,1.4827635585850847,1.2055555316055981,5.903095221842828e-4,83.08729355394698,-4.366874578906726,2.1990840320507603,TRUE,0.4481766055549581,0.095,1.0972210730952925
Phlomis italica,CGAIN2,FALSE,TRUE,Galmes et al. (2007),NA,1628,Phlomis,italica,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Phlomis_italica,1,-4.36687441881672,-2.0730878023783563,-7.26062031356701,15.523392020986075,1.4827635585850847,1.2055555316055981,5.903095221842828e-4,83.08729355394698,-4.366874578906726,2.1990840320507603,FALSE,0.6994565281746299,NA,1.1019858574461907
