Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,P50,b,acclimation,K.scale,alpha,gamma
Quercus coccifera,CMAX,FALSE,TRUE,Peguero-Pina et al. (2009),Quercus,coccifera,NA,1605,NA,41.8166666666667,-0.5,620,13.36,463.3,Quercus_coccifera,16.155801044733,-6.07957271338486,-3.44236472513793,-7.07926330081411,29.0733535011897,-6.079572714279415,7.344238169723002,TRUE,0.14066565761657512,0.1,0.19865942633988087
Quercus coccifera,CMAX,FALSE,TRUE,Peguero-Pina et al. (2009),Quercus,coccifera,NA,1605,NA,41.8166666666667,-0.5,620,13.36,463.3,Quercus_coccifera,16.155801044733,-6.07957271338486,-3.44236472513793,-7.07926330081411,29.0733535011897,-6.079572714279415,7.344238169723002,FALSE,0.16328335891614326,NA,0.15743201028193998
