Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Quercus pubescens,CGAIN2,FALSE,TRUE,Epron and Dreyer (1990),NA,1613,Quercus,pubescens,NA,44.18,5.25,1200,6.476,1104.6,Quercus_pubescens,23.47127580952381,-4.81,-4.08,-5.779101419001454,82.4,2.505312371743806,8.75855458982528e-4,2.772557744111783e-4,79.119991723937,-4.809999998074103,6.091236682407221,TRUE,0.04884830423223119,0.095,1.0230097742101811
Quercus pubescens,CGAIN2,FALSE,TRUE,Epron and Dreyer (1990),NA,1613,Quercus,pubescens,NA,44.18,5.25,1200,6.476,1104.6,Quercus_pubescens,23.47127580952381,-4.81,-4.08,-5.779101419001454,82.4,2.505312371743806,8.75855458982528e-4,2.772557744111783e-4,79.119991723937,-4.809999998074103,6.091236682407221,FALSE,0.057309971591414446,NA,1.0343161021330665
