taxon,P88..MPa.,P50..MPa.,P12..MPa.,Height.max..m.,SLA..cm2.g.1.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Ks..kg.m.1.MPa.1.s.1.
Comarostaphylis_diversifolia,-11.430240572717215,-5.61,-2.803053411304219,5.24331066666666,40.71701217704983,0.022391644291166954,0.3870236030815017,1.54
Comarostaphylis_polifolia,-14.8,-4,-0.6,8.467960000000007,30.06135051,2.58287e-4,1.53e-4,0.67
Combretum_fruticosum,-5.157326411064013,-2.9621929694827984,-1.3218774685479835,9.236750000000002,79.45575083211946,2.9372716566667187e-4,6.174915700999999e-4,18
Conocarpus_erectus,-5.378585557118347,-3.122481856925344,-1.3595897877808842,10.131633333333337,83.44431287256442,0.039114749753749775,0.0010170366669666631,3.6191713967143837
Cordia_alba,-6.25,-3.6,-1,10,113.7434,1.77459e-4,2.51484e-4,1.504974247
Cordia_alliodora,-4.504,-2.9516666666666667,-1.65,35,110.68804203333333,1.1612366666666667e-4,0.0010503908,8.0976093685
Cordia_cymosa,-2.55,-1.2,-0.4535290339176965,30,136.9162853,9.64e-5,8.07631e-4,7.806902666
Cordia_inermis,-5.703863858509063,-3.212112306628224,-1.0642321272196211,5,326.2398287,1.31709e-4,2.48493e-4,1.842397477
Cordia_lasiocalyx,-4.27,-2.57,-0.9,10,178.5176439,6.7e-5,1.91891e-4,3.764341188
Cordia_lucidula,-2.97,-1.58,-0.23,10,178.2559317,5.46e-5,2.88741e-4,3.323462731
Cordia_macrocephala,-5.703863858509063,-3.212112306628224,-1.0642321272196211,4,176.2067491,1.5373e-4,3.41648e-4,2.270660158
Cordia_nodosa,-4.05,-2.34,-0.65,15,75.65508966,1.11544e-4,4.04829e-4,3.71533023
Cordia_panamensis,-3.61,-2.33,-1.07,15,110.3015463,6.8e-5,7.31387e-4,11.63171081
Cornus_florida,-5.45,-4.015,-2.5,8.658556666666659,249.9192635,1.32345e-4,2.2e-5,0.885
Cornus_sanguinea,-7.835588235,-6.365,-4.894411765,5,130.88128120998755,0.0020571006487857114,0.014312228550142381,1.4430644819122087
Cornus_sericea,-7.59446381169136,-4.910121528824272,-3.859787629222664,7.110799999999989,131.7737543774311,2.09581e-4,5.73e-5,0.33193300000000003
Corylus_avellana,-2.464305419,-2.218,-1.971694581,5,67.83942776994334,0.295864404920943,0.0014588763318090982,0.8898318602184986
Corymbia_calophylla,-3.1681778143364556,-1.5,-0.4416393025377904,40,66.8069608020585,0.02104104792257741,3.6140003315714354e-4,2.0847540755101477
Corymbia_citriodora,-4.811449693019528,-2.3549634155568175,-1.3129034460457696,35,85.87298665,9.73e-5,8.03419e-4,11.91
Corymbia_erythrophloia,-3.25,-1.71,-0.55,28.8631,72.38933749809999,0.008620969144692474,7.795028037999988e-4,1.7340805675253428
Corymbia_gummifera,-5.301717979924091,-2.5492239199106153,-2.4181810859064417,25,43.8457201,1.62759e-4,0.001094467,6.15
Corymbia_intermedia,-4.795947446721855,-2.277460570470183,-0.6596021588670966,35,90.25760725500001,1.0003200000000001e-4,8.79608e-4,6.335
Corymbia_polycarpa,-4.790098005622856,-2.576688304452041,-0.743593642830457,15,64.12034597,1.06086e-4,9.74407e-4,8.37
Corymbia_trachyphloia,-5.234313668270178,-2.445202082223483,-2.4436267390889412,30,68.82678805,1.14502e-4,9.38681e-4,8.03
Cosmibuena_valerioi,-3.6713635035173255,-2.53439306853176,-0.7671704875247286,7,125.52443750605299,0.00104,4.1e-4,0.39
Cotylelobium_burckii,-0.65,-0.45,-0.25,30.381366666666665,107.84330262533624,0.013681996924750013,0.25906800041766676,8.163587422352641
Coursetia_ferruginea,-6.05,-2.42,-0.48,6.79665000000001,89.97356802785963,8.1e-5,9.19e-5,1.26
Crataegus_laevigata,-9.59947619,-8.409,-7.21852381,3,95.62655901955475,0.27606637907640447,0.052780770720799994,1.6609816935323627
Crataegus_monogyna,-8.256451441,-6.827880013,-5.399308584,10,122.9925541636564,0.03941093173069051,0.02174726052073342,1.227964112477298
Cryptomeria_japonica,-7.19,-4.55,-1.84,35,32.862507955031376,0.0044801229460972305,2.49199e-4,1.44
Cunninghamia_lanceolata,-9.95,-6.93,-3.52,50,30.53899938662303,0.35124658939318226,1.63599e-4,1.49
Cupressus_arizonica,-14.15218089,-11.065999999999999,-7.9798191095,22,30.215056279545166,0.0024776877198571324,1.4565738000000162e-4,1.3967937099441199
Cupressus_guadalupensis,-13.7,-11.17,-7.43,21.6,29.706766483260168,0.0024942960692142763,9.37e-5,0.57
Cupressus_sempervirens,-13.973806055,-10.3921,-6.8103939454999995,30,39.48017523936425,0.004516568624573417,1.485053603571444e-4,0.6552013882871438
Curatella_americana,-2.17,-1.48,-0.46,13.794390909090911,84.62873814319853,1.315e-4,5.26e-4,1.25
Cytisus_scoparius,-4.2,-3.62,-2.8,3,90.70672992316618,0.012295420563333364,4.874194950666634e-4,0.9195172678493678
Dacrycarpus_compactus,-3.92,-3.1,-2.26,43.012665151515186,51.35101163949054,0.06091428659022018,1.1750193229048003e-4,1.0154458132720936
Dacrycarpus_dacrydioides,-2.9459538370000002,-2.34748333325,-1.8806683853333332,52.5,53.61127978675778,0.056927555314694435,1.0729999999999999e-4,0.28
Dacrycarpus_imbricatus,-4.639268717,-3.56975,-2.500231283,50,54.009397000815376,0.06899848118854554,1.0754403825238332e-4,0.588422511759719
Dacrydium_cupressinum,-4.0073207402797,-2.49,-1.3199598052596464,53.7,60.58404508201455,0.05282530251316855,1.8842537520000473e-4,0.475
Dalbergia_miscolobium,-4.240606065863539,-2.0295541431599076,-0.6949856538858352,18.65466666666665,95.6217219120517,0.057336531920749854,3.9962008969999765e-4,4.518791190609772
Daphne_gnidium,-5.588685578,-3.35,-1.111314422,10.164999090909092,102.1,9.49e-4,1.898e-4,0.2
Daviesia_latifolia,-4.931332565992834,-3.6145633582434784,-2.4238167064796396,2.2,83.14549831,3.71757e-4,3.58885e-4,1.16
Daviesia_squarrosa,-4.54278799848979,-3.4922369626074943,-2.59517758983235,1.5,92.28037912,2.54067e-4,2.95055e-4,0.97
Dendropanax_latilobus,-2.5464558778049105,-1.5675951460926,-0.6298176536277166,5,110.72654517019916,6.8e-4,6.2e-4,0.64
Dieterlea_fusiformis,-2.906556954777334,-2.435193005608068,-1.0309862699545567,18.69845303030305,86.57295721853266,0.009175052685711648,3.9742339606666687e-4,90
Diospyros_dictyoneura,-0.93,-0.42,-0.15225272290400058,22.101333333333333,110.43742855114125,0.0031261001950450102,0.04869939955779926,8.304665059019303
Diospyros_mindanaensis,-1.15,-0.79,-0.43,21.740333333333332,110.43742855114125,0.0031261001950450102,0.04869939955779926,8.110794910564962
Diospyros_venosa,-1.07,-0.6,-0.13,22.343333333333334,110.43742855114125,0.0031261001950450102,0.04869939955779926,8.395273884853646
Diospyros_virginiana,-1.6806977997601644,-0.63,-0.3607751819443452,24,104.57090822705983,0.004393965975750073,3.035876712576651e-4,4.13
Dipterocarpus_globosus,-0.35,-0.18,-0.01,30.369866666666663,107.84330262533624,0.013681996924750013,0.25906800041766676,8.85269503606432
Dodonaea_physocarpa,-2.9815398463288125,-1.9654496321104744,-0.9986029720284186,1.5,73.43369718,2.8498e-4,2.63963e-4,1.07
Dodonaea_viscosa,-2.4984946496562728,-1.5721475974154602,-0.801533008531256,4,91.51888275,4.44605e-4,5.65216e-4,1.27
Drimys_granadensis,-2.39,-1.64,-0.85,18,94.5286543299124,8.4e-4,3.3e-4,0.39
Drimys_insipida,-6,-4.68,-4.08,11.305376666666671,85.42625323854953,0.16372428067254502,4.8030376490316605e-4,4.498737648880146
Drimys_lanceolata,-3.994333333,-3.494333333,-2.994333333,5,72.64422710487501,0.08105208682380025,0.003967681621617872,0.8960886912995911
Drimys_purpurascens,-2.48,-2.09,-1.54,16.433083333333332,88.46874816844178,0.17890988384433162,4.3138149596233565e-4,1.9132712754932433
Drimys_stipitata,-5.87,-3.7,-2.9,8.458586666666664,83.3585244680582,0.17318764826270602,4.2658569989713303e-4,1.20294530036276
Drimys_winteri,-2.93,-2.3,-1.39,16.504,94.58331950642439,0.04481169251718372,7.97945015685259e-4,3.0090778011537362
Dryandra_cirsioides,-4.840964119718275,-2.5690174795720866,-0.7090474685789061,2,24.696,0.001117473,5.70937e-4,0.510917927
Dryandra_sessilis,-3.4,-1.93,-0.9,3,31.989,4.02862e-4,2.00804e-4,0.498443297
Dryandra_vestita,-7.05,-3.19,-0.7,2,25.854,8.42558e-4,4.8541e-4,0.576115043
Dryobalanops_sumatrensis,-0.45,-0.26,-0.07,30.369866666666663,107.84330262533624,0.013681996924750013,0.25906800041766676,8.832691336064316
Drypetes_indica,-4,-2.32,-0.64,9.417836363636365,107.10463610434165,0.0013942959670833464,5.6e-5,0.6
Dussia_munda,-3.540550898104896,-1.8081393707969649,-0.6311521053868309,24.954600000000003,113.7674593111486,0.01614866782749996,6.732e-4,4.32448620308933
Encelia_californica,-1.079893687,-0.756053152,-0.441010431,9.83210999999996,140.1,0.002537140132499999,1.264714692621831,1.44
Encelia_farinosa,-11.295183432833744,-6.13,-3.009159868637209,7.620416666666635,127.97898461167516,7.730414446666669e-4,1.4356163802164916,0.657
Entada_polystachya,-4.223946679834925,-2.9809561248045795,-0.73742412308601335,9.648966666666668,93.07876150098143,2.2996670749999987e-4,0.0016875330260571393,210
Enterolobium_cyclocarpum,-3.5,-2.73,-2,17.636533333333336,109.88038977164906,1.27e-4,4.26e-4,3.5
Epacris_impressa,-5.927244805159155,-3.0994411608047896,-0.8032455240108115,1.55,83.94774741,8.43101e-4,1.5369950000000001e-4,0.215
Epacris_lanuginosa,-5.002399555594823,-2.941474062529726,-1.2588085554943131,1.5,73.82418693,6.22831e-4,3.13945e-4,0.53
Epilobium_angustifolium,-2.285,-1.625,-0.9750000000000001,2,84.77845228898002,0.01651696314301328,0.12786689310066665,1.08
Eremophila_deserti,-8.245762764315865,-5.6001359480526265,-2.284943030865604,1.2,49.52945921,0.001001793,2.35306e-4,0.25
Eremophila_glabra,-8.245762764315865,-5.6001359480526265,-2.284943030865604,1.3,62.6870508,0.001068246,1.81596e-4,0.22
Erica_arborea,-4.6,-2.7,-1,3.969066666666669,85.64591359252762,4.89e-4,3.3e-4,0.73
Erica_cerinthoides,-7.411611599951518,-3.061514307691776,-0.7057096505711153,1.4206233333333296,69.14880272338549,8.001092356666658e-4,0.3075236819631684,0.068
Erica_plukenetii,-8.339575691,-2.947254562,-0.611505216,2.1033333333333233,83.89679413310611,4.5749073257142904e-4,0.016278641904000017,0.503151319
Erica_vestita,-8.404522336,-2.617093489,-0.4484252,1.523973333333327,69.14880272338549,8.001092356666658e-4,0.3075239974651684,0.668
Ericameria_nauseosa,-3.32275,-1.629,-0.9500000000000001,4.742950000000002,117.55291538338842,0.0014613908468333427,2.039914191578985,0.36272231424963147
Eriogonum_cinereum,-4.503262485,-1.832454871,-0.470543812,6.425283333333333,54.1,0.004478390425947176,2.352538341,0.93
Eriotheca_pubescens,-3.0779807439228564,-2.1824019388039195,-0.7759811894689628,30.204616666666674,71.06333333333333,2.2791060333333314e-4,9.536666666666667e-4,3.736666666666667
Erythrophleum_chlorostachys,-4.259469402171197,-3.0909440026147506,-0.6869344318611055,15,62.39475561,0.006237655217499982,3.61684e-4,2.35
Erythroxylum_suberosum,-5.8759333295767,-2.9948428939117218,-2.1318604835001884,14.632673333333337,39.1,0.0015049999999999998,5.78e-4,0.41
Eucalyptus_accedens,-5.487738669089972,-3.2,-1.8231126244911169,25,53.635159188243044,0.3354990910488872,4.3265957899999986e-4,3.1291129030004456
Eucalyptus_albida,-2.8,-0.92,-0.01,4,42.35,3.06389e-4,1.88085e-4,0.613875656
Eucalyptus_amygdalina,-4.545231949419306,-2.8932697323145153,-0.7910073181791946,20,53.86347388,1.36421e-4,0.001063565,7.27
Eucalyptus_camaldulensis,-6.422957657818094,-4.025,-3.54,45,66.5636910246149,0.31237817698008824,5.29854725999999e-4,5.413113484147714
Eucalyptus_capillosa,-5.7,-3.08,-1.15,20,31.894,1.85659e-4,1.09997e-4,0.592467612
Eucalyptus_capitellata,-3.8566810697038814,-1.8962414816477093,-0.6996190651825297,20,34.76348807,1.45674e-4,4.56922e-4,2.86
Eucalyptus_crebra,-4.76010308385222,-2.8679201634487104,-1.0829855648281979,35,66.89913581,1.44632e-4,2.88583e-4,2.68
Eucalyptus_diversicolor,-1.97,-0.99,-0.23,80,79.994166724456,0.3033491636603686,0.002322701090275768,1.166100045556219
Eucalyptus_dumosa,-5.05106864247916,-2.6771510840658945,-0.5744012147199421,6,30.1895327,1.66555e-4,1.57667e-4,0.83
Eucalyptus_fibrosa,-4.320682930473724,-2.2024816051493787,-0.34259839704169387,35,38.56660335,1.7458e-4,1.66801e-4,1.71
Eucalyptus_gomphocephala,-4.625,-2.483,-0.225,40,64.09713996888439,0.31601942448994336,1e-4,0.725
Eucalyptus_grandis,-2.9568929260085492,-1.31,-0.3686927480261938,37.52266666666667,64.39236963656218,4.1470000000000005e-4,0.001363,3.547
Eucalyptus_haemastoma,-3.8566810697038814,-1.8962414816477093,-0.6996190651825297,18,37.69584341,2.21217e-4,5.72023e-4,2.62
Eucalyptus_marginata,-5,-1.815,-0.01,40,50.14390769324852,0.0365461042903848,3.4807582089999695e-4,4.8401046248077835
Eucalyptus_miniata,-7.730777388784382,-3.724193551546095,-2.896270120945411,30.816266666666664,73.95156690336347,2.94e-4,6.4e-4,3.13
Eucalyptus_oblonga,-4.61773647080758,-2.8783545978298544,-0.8071300062073496,20,39.98563149,1.73813e-4,7.011622410000026e-4,3.37
Eucalyptus_pauciflora,-4.955889428025492,-2.6211557183773935,-1.0916616729067792,9,47.40812792,1.86431e-4,0.001537013,9.02
Eucalyptus_pilularis,-3.739864364426588,-2.0332576810223473,-0.5731193899417444,70,56.44705983830008,0.19739054239312312,6.769183189273028e-4,2.3493845614100626
Eucalyptus_platyphylla,-4.842801552561913,-2.2132896312243524,-1.5734413848312527,35,96.72863748,1.73144e-4,2.61986e-4,2.62
Eucalyptus_populnea,-5.0189377549828995,-2.751268989719045,-0.6070245621135822,20,5.548408,2.38,0.0027430688531666636,4.24280474170747
Eucalyptus_portuensis,-4.93041749683452,-2.4386405500850645,-0.47696654989806253,35,48.50424771,1.50721e-4,0.001411991,7.92
Eucalyptus_punctata,-4.1218364099071,-2.534451805914279,-0.5140226166886914,35,46.1795423,1.38651e-4,3.14143e-4,2.16
Eucalyptus_regnans,-4.81402536228662,-2.7,-1.1325255849554847,37.5803,57.84502268148965,0.02439214622357747,2.1e-4,2.0131002463359895
Eucalyptus_rubida,-4.900375778097785,-2.5764544365592257,-1.067858756633646,20,64.15464087,1.2216e-4,7.05306e-4,5.56
Eucalyptus_salmonophloia,-3.859217552091021,-2.033118579977234,-0.4621696941425664,25,33.575,8.02e-5,4.64e-5,0.57801761
Eucalyptus_socialis,-5.155461521934407,-2.670892010807062,-0.7222514384236078,8.3,32.56091635,1.84803e-4,3.63972e-4,1.63
Eucalyptus_sp,-4.925,-2.435,-0.7150000000000001,25.62583333333329,55.164215603678684,0.016565324879942493,6.832941148571403e-4,3.5927233767479767
Eucalyptus_tenuiramis,-5.035519668655029,-2.966336713027787,-1.5525227500594325,21,55.67123664,1.42884e-4,0.001010627,6.88
Eucalyptus_tetrodonta,-8.882253512826495,-6.27,-3.02,30.751266666666663,73.95156690336347,1.69e-4,5.9e-4,2.5
Eucalyptus_wandoo,-5.5920694494647165,-3.41,-2.448036382570801,25,55.91768311051846,0.012980298620192478,7.380883536666664e-4,3.2892206323733935
Eucalyptus_x,-2.7,-1.708,-0.6,31.03296666666666,62.50440952183411,3.318e-4,0.0010908,3.7434
Euclea_sp.,-5.030138068,-1.733880878,-0.346433649,7.026043333333321,67.80500439366662,0.01973232585069249,0.1866448401045004,0.9955026375
Euonymus_europaeus,-6.392,-5.142,-3.892,5,72.6839012216034,0.0021992743533571614,0.012291821496166637,1.1161410153760432
Eupomatia_laurina,-1.822,-0.395,-0.093,5,90.06160411584155,7.79e-5,9.8e-5,1.12397
Exocarpos_cupressiformis,-4.267466007011477,-2.701070987317844,-1.0214581053517129,6.5,39.71411687333333,2.47122e-4,5.40515e-4,2.5666666666666664
Fagus_sylvatica,-3.9,-3.0833333333333335,-2.4333333333333336,38.333333333333336,126,0.5622776896014331,7.2e-4,1.83
Falcatifolium_taxoides,-3.864411059666875,-3.2452448118638624,-1.7278238255240899,47.293024242424046,52.62205266710624,2.7e-4,7.6e-5,0.3
Ficus_citrifolia,-2.2,-1.6,-1.1,15,72.16317771036056,1.267515160787295,1.62e-4,7.9964776129282775
Ficus_insipida,-3.165441737644735,-1.7799999999999998,-0.5,40,75.07534254355969,1.2705810613635946,0.0022158,7.722142295104795
Fitzroya_cupressoides,-11.7,-7.5,-2.91,57,29.755650321373036,0.1257466660795143,1.18995e-4,1.129885633856876
Fouquieria_splendens,-3.79,-1.37,-0.607831656624385,6.021883333333319,89.06584429858357,0.010114855658666674,0.20849554202810952,1.64
Frangula_alnus,-3.345681648,-2.924333333,-2.502985019,5,90.01785821764115,0.2637087946747127,0.0761326396181334,1.0130372204596494
Frangula_californica,-3.7679148045,-1.5521841196000001,-0.492599817,2.95,114.5,0.20675573303054295,0.27781797002683334,5.5633333333333335
Fraxinus_americana,-3.549883185600492,-1.92,-0.5848734579780737,24,102.19035410649472,0.009682519962225104,0.07265722119982704,3.950914277300624
Fraxinus_excelsior,-3.7,-2.8,-2.1,30,113.3113538040368,0.006384792961359155,1.08e-4,1.6100624978065707
Fraxinus_ornus,-4.2,-2.2,-0.7579884273650308,14.950133333333337,102.55257003550312,0.002305174719333328,0.07264450632207546,0.71
Fraxinus_pennsylvanica,-0.335914,-0.10598966666666666,-0.0225103,17.836649999999988,118.00921607441128,0.028567838489715766,0.2182503828955859,1.396935
Fraxinus_velutina,-1.93,-0.85,-0.4562218824133675,12.428099999999962,115.20505538810124,0.004823796519192455,0.29062891171497796,3.21
Galbulimima_belgraveana,-3.598,-1.3,-0.302,11.551283333333332,83.07350354961564,0.0025816477442116904,0.002621268745966174,6.297584738213835
Gardenia_vilhelmii,-5.831885342603692,-5.038020015307642,-1.347768220301058,4,100.3131652,2.13899e-4,6.22646e-4,2.71
Garrya_elliptica,-14.6,-6.5,-1.9,10.980230000000027,34.06912916,4.63891e-4,7.47e-4,1.58
Garrya_ovata,-10.9,-6.6,-3,9.922098000000016,32.44797198,2.36971e-4,5.92e-4,2.75
Garrya_veatchii,-10.438887421317528,-6.02,-3.0065422945546985,6.369253999999988,37.58116622964832,0.025667784051523868,0.18539627948266743,1.47
Gastrolobium_grandiflorum,-4.020594384802176,-1.6532338904357704,-0.5846006102644996,1.3,67.41852301,3.20848e-4,0.001134305,5.54
Gaudichaudia_macvaughii,-2.6659177307745408,-2.094454891705106,-0.8677432997308863,7.29255,80.30963542583034,3.59106990880957e-4,6.481497850091042e-4,20
Geijera_parviflora,-8.015860146852397,-2.622397421363611,-2.5830465226395773,10.3,66.21708849,2.48363e-4,2.09087e-4,0.71
Ginkgo_biloba,-5.313344953,-4.113444444333333,-3.9269883805,33.333333333333336,53.09901869071291,0.34597406713434087,2.2979409286148138e-4,0.6963707267347348
Gliricidia_sepium,-4.454625891995811,-2.2942299193782345,-0.6965803847210037,14.115199999999968,95.28415962169836,6.7e-5,2.75e-4,3.65
Glyptostrobus_pensilis,-4.15,-2.8,-1.31,20,41.77669205920928,4.0132784194047826e-4,0.001126737,2.38
Gnetum_costatum,-4.352284662415392,-3.1,-2.145600638267156,8,86.85317233777747,1.2e-4,1.25e-4,1.12
Gnetum_gnemon,-5.664398031702722,-4.620333333,-3.3219659814462386,15,82.1800740204254,1.2e-4,1.27e-4,1.1
Gnetum_latifolium,-4.683174599856704,-3.6727648081942887,-2.508137356938417,14.804766666666676,82.67835935322518,6.5e-5,1.01e-4,1.65
Gnetum_sp.,-4.6822537323124545,-3.666923808195289,-2.497929750949668,14.771483333333341,82.67835935322518,6.7e-5,8.5e-5,1.8
Gonocaryum_sp.,-2.2943248284006774,-1.4903063559551706,-0.5928459300858886,16.721583333333335,111.40731201301283,8.5e-5,1.75e-4,4.59504
Gossia_bidwillii,-12,-5.12,-3.059120167978885,25,116.1,1.57e-4,1.8e-4,1.24
Gouania_rosei,-7.403677577053761,-5.387612704699253,-3.093861514153714,13.46405072727278,72.92347076770473,0.14712849564323263,0.03154905615642389,110
Grayia_spinosa,-6.527333333333333,-3.234,-1.5,4.859119999999998,54.519607909230665,0.0028660404836666873,0.14667998595733217,1.467339179414744
Grevillea_buxifolia,-4.856229606966108,-2.780791436654187,-1.3220520673993597,1.6,79.91715253,3.1199e-4,3.7397e-4,1.28
Grevillea_glauca,-4.858972447764749,-2.7193282039102566,-1.2684557892978066,8,65.94985672,1.71629e-4,0.001643644,11.42
Grevillea_mucronulata,-5.616795337043996,-4.237074932774873,-2.842880323969719,2,132.9376304,9.73e-5,1.64361e-4,0.95
Grevillea_parallela,-4.956297547873937,-2.9064907222565894,-1.4424984501939793,7,46.580546845,1.860775e-4,7.42665e-4,4.705
Grevillea_patentiloba,-6.092229210248558,-4.023278990336189,-2.3573529573734686,0.5,12.445,0.001337703,4.91961e-4,0.367765612
Grevillea_striata,-6.095022582000191,-4.720273236798757,-3.208818832146024,8,25.85910118,2.71999e-4,8.77705e-4,2.31
Guapira_areolata,-3.8080857132875874,-2.1110112645586785,-0.9477231568784681,11.173476666666666,101.23,0.006497158839846775,0.0011067391657364057,8.1
Guapira_noxia,-3.8080857132875874,-2.1110112645586785,-0.9477231568784681,11.173476666666666,78.93333333333334,0.006497158839846775,0.0010516666666666667,3.6866666666666665
Guapira_sp.,-4.300909479893712,-2.923550878914266,-1.047314691439526,9.722793333333335,95.5221232612195,0.004930440272468378,6.957856775693138e-4,1.7
Guarea_guidonia,-3.504551183293736,-2.264414043263233,-1.049977037077483,28.03525,100.16,0.0029802955611666765,0.0029,7.7
Guatteria_dumetorum,-2.988979111102265,-1.7517747942665254,-0.5561026894862323,32.400400000000005,86.42086901557984,0.021001825995366815,6.912e-4,3.7846995265979713
Gutierrezia_microcephala,-4.34913863502599,-2.318887412260458,-0.9176054760241595,4.008650000000008,70.3,0.0014091779260000097,4.511539036,0.4641718396747849
Hakea_cygna,-6.094559782150558,-4.022686450575189,-2.3574098288304683,0.5,20.63,5.29027e-4,2.16055e-4,0.408400957
Hakea_gibbosa,-4.870467119053192,-2.77975076998752,-1.3010582969502265,2,24.69156446,4.0950122700000353e-4,8.354870846666794e-4,1.9666352132484444
Hakea_lissosperma,-6.40660199,-5.660333333,-4.914064677,5,32.19800180738045,4.398395109999994e-4,0.002148397534833336,1.2286913738672594
Hakea_sericea,-4.870467119053192,-2.77975076998752,-1.3010582969502265,3,33.56777656,4.29954e-4,0.001108278,2.65
Hakea_subsulcata,-6.094559782150558,-4.022686450575189,-2.3574098288304683,3,13.598,8.53726e-4,7.22751e-4,0.846584469
Hakea_teretifolia,-4.870467119053192,-2.77975076998752,-1.3010582969502265,2,22.37269657,3.9522e-4,8.213714096666788e-4,1.9666352132484444
Hazardia_squarrosa,-2.267458127,-1.3282405880000001,-0.591687008,7.479259999999971,122.6,8.981872713333342e-4,0.501058008,0.64
Hedyosmum_goudotianum,-2.426,-1.741,-0.418,10.224,90.34943406605515,0.07374729735250515,4.025568571394683e-4,4.471165068579511
Hedyosmum_mexicanum,-1.8421487218763286,-0.789,-0.3003857716658087,10,89.11042915636693,0.004867385430068862,2.1067765433333463e-4,2.601301818002911
Helianthus_annuus,-4.775,-2.75,-1,2,118.38577873537764,3.2892791000000045e-4,1.0019290818504933,1.0862668188275177
Heliocarpus_pallidus,-2.829389701124035,-1.6337342603345857,-0.9781121806427008,21.492109999999997,100.24129808618326,0.025780843893251283,0.015655597971833263,5.5
Heritiera_sumatrana,-2.56,-1.69,-0.82,27.314500000000002,105.67795632950994,0.010052297153279658,0.0010738032260000055,7.572425617580297
Heteromeles_arbutifolia,-8.11976,-6.213333333333334,-1.43253,8,86.31027929162657,0.04579867729216622,0.1756232774594998,2.26
Hevea_brasiliensis,-2.6480283271428573,-1.8371428571428572,-1.026257387142857,25,95.37232607265308,0.006860535877416682,1.176e-4,2.388
Hibiscus_sp.,-1.9323502760904083,-1.0996531869353388,-0.5801707973195854,15,115.73200359310142,7.5e-5,4.1e-4,9.2
Holodiscus_dumosus,-4.458738160742213,-3.53,-2.1545313215660857,17.827183030303033,74.1494159241223,0.15808568568874984,0.00909618571422384,10.91
Homalanthus_novoguineensis,-2.8687531103043757,-1.420978246332039,-0.7310959183356455,15,110.01148319607556,1.1e-4,3.2e-4,3.87
Homalium_moultonii,-10.28,-6.3,-2.32,18.138837333333345,71.98784040280347,0.14284651524135783,0.0024241029222999977,16.080931375724543
Horsfieldia_sp.,-2.972781941296265,-1.824906293505193,-0.6773269156281132,50,86.90752800444658,1.35e-4,1.88e-4,1.45455
Humiriastrum_diguense,-2.5143717347100942,-1.392172614556971,-0.5420918072068946,7.617,118.09450601341375,0.013086398620523812,6.138e-4,3.7855243410670822
Hybanthus_prunifolius,-6,-2.6,-0.5,4,76.67552317908181,9.52e-4,1.02e-4,2.169246980415516
Hymenaea_courbaril,-3.9,-3,-2.1,27.11246666666665,114.43739883848237,1.07e-4,1.69e-4,2.4
Hymenaea_martiana,-4.265467644374338,-2.8,-1.7057256115771897,28.108016666666643,111.12850979351931,1.46e-4,4.12e-4,2.94
Hymenaea_stigonocarpa,-4.721631762097033,-3.17,-2.0128801555142837,27.516049999999982,111.12850979351931,1.8e-4,6.56e-4,3.59
Hypericum_balearicum,-4.547719623531222,-2.7800593021782687,-0.7829736808209524,2,66.91071424796507,7.419867821666618e-4,0.20772297182050067,0.8077709656123925
Idiospermum_australiense,-2.565,-0.615,-0.128,30,85.84388603828599,0.03342069033948674,8.882470145821008e-4,7.214829939638695
Ilex_aquifolium,-6.465836336333333,-4.384666666666667,-3.5844945705,13.333333333333334,76.73301515,4.82513e-4,7.67e-5,0.21113104849999997
Illicium_anisatum,-4.7,-3.656,-0.963,12.956233333333339,84.96409889592071,0.02102533142386665,3.9371748114201157e-4,3.137895964242873
Illicium_floridanum,-4.248,-3.284,-2.716,12.63401666666667,77.68581226293327,0.02278231900536661,2.3990151126105895e-4,2.669678657472112
Ipomoea_bracteata,-4.870875623718361,-2.840421023075787,-0.793154225077432,3.852433333333343,78.81739768058429,6.045614085000001e-4,0.0013568522207333333,35
Ipomoea_wolcottiana,-4.870875623718361,-2.840421023075787,-0.793154225077432,3.852433333333343,78.81739768058429,6.045614085000001e-4,0.0013568522207333333,2.2
Isonandra_lanceolata,-0.87,-0.48,-0.09,22.511,111.14846884875796,0.0031260600620450106,0.04877047791739916,7.754230527007646
Isopogon_axillaris,-5.815301353383598,-3.381966901805304,-1.8325292625202871,1,13.727,6.75797e-4,4.35433e-4,0.644324925
Isopogon_gardneri,-7,-3.75,-1.4,2,15.323,1.98801e-4,1.07056e-4,0.538507406
Ixora_timorensis,-5.324550586496737,-3.0353886460998987,-1.1069769768488011,8,122.6542377,1.11259e-4,8.94052e-4,2.4
Jacaranda_mimosifolia,-8.166406297347976,-5.722599355820262,-3.462191903719286,3.949783333333335,73.88994228175972,5.42181928357142e-4,0.016613582838833435,3.084222923018194
Jacksonia_scoparia,-4.4451513064027015,-3.396725727245523,-2.5944637774191617,3,43.90431938,3.5567e-4,3.31489e-4,1.13
Juglans_regia,-2.3333333333333335,-2.006666666666667,-1.6833333333333333,28.333333333333332,91.4709094061002,0.5971285620781274,3.370041766121695e-4,2.997947982455904
Juniperus_arizonica,-12.72671514210069,-11.65,-6.495,11.493883333333354,20,0.010799700671214142,0.025671027471000037,0.87
