taxon,P88..MPa.,P50..MPa.,P12..MPa.,Height.max..m.,SLA..cm2.g.1.,Huber.value,KL..kg.m.1.MPa.1.s.1.,Ks..kg.m.1.MPa.1.s.1.
Cercocarpus_montanus,-9.898646646714333,-6.63,-3.0105564491856254,7.649427999999987,55.251339642729725,0.3209207945301746,9.747297759995809e-4,5.48
Chamaecyparis_lawsoniana,-7.57,-6.399336666666667,-2.74,77.4,31.35705931166305,0.13782905781397273,4.58e-5,0.2585153333333333
Chionanthus_ramiflorus,-6.838536929652657,-4.6325267531944885,-1.5711604234808825,18,84.78240596,1.23406e-4,3.6934e-4,2.37
Chrysophyllum_cainito,-4.000454772763721,-2.1,-0.4,20,107.00148773185786,0.01984581634257459,6.084e-4,11.052120548678335
Chrysothamnus_parryi,-4.742,-2.766,-1.0756600714125313,2.542200000000002,82.72698885060423,0.0013420003095000082,2.8419680373150213,0.373889597918749
Chrysothamnus_viscidiflorus,-4.4475,-2.0532500000000002,-1.05,4.016850000000008,84.2785896338944,0.0014084857625000096,3.2139952089330386,0.4006244914762136
Chusquea_ramosissima,-1.49,-0.692,-0.41,12,87.48303663824646,0.06225419735714379,0.2958613413471819,43.7
Cinnamomum_bodinieri,-5.223866367839221,-3.765559982,-2.2402188867883797,16,78.27075343876676,1.47992063221168,7.180888091e-4,4.782963307
Cinnamomum_camphora,-1.7,-1.24,-0.8,20,78.45685564543263,1.20219e-4,1.7e-4,1.44262
Cistus_albidus,-6.051648668,-3.9050000000000002,-1.758351332,1,93.00883584,2.83509e-4,4.9e-5,0.816258297
Cistus_creticus,-5.99,-5.2,-3.18,2,86.62751584750355,0.07003791329818818,0.0031286048779999966,0.8460924021847521
Cistus_ladanifer,-11.18107541,-6.2,-1.218924588,9.938467030303034,51.89,6.86e-4,1.372e-4,0.2
Cistus_laurifolius,-4.0596473115,-2.27,-0.4803526885,20.768966666666664,51.80441244,7.12666e-4,2.47524e-4,1.518787997
Cliffortia_ruscifolia,-10.05225328,-4.285854251,-1.180999308,4.112144666666674,38.39523135106481,0.7744000190265053,0.561568975942836,1.1889671295
Clusia_stenophylla,-2.5431900539889405,-1.1912290309087747,-0.5121136690455964,8,109.16769272964724,0.00116,1.3e-4,0.12
Clusia_uvitana,-2.6,-1.3,-0.6,6,105.25747634145313,6.436774920000048e-4,1.89e-4,1.07
Cnidoscolus_spinosus,-2.7154107356326334,-2.1172828775128267,-0.9610625125492074,16.46668636363637,81.1501080212397,0.007549965018878366,3.3721365806666626e-4,3
Cochlospermum_gillivraei,-2.05,-1.44,-0.85,15,165,5.69e-4,0.003982,7.75
Codiaeum_variegatum,-3.27,-2.23,-1.2,17.051533333333346,96.66974722228403,0.008442782031506689,1.71e-4,0.86
Coelospermum_reticulatum,-5.99721918951284,-3.376636595545646,-1.5740010083715998,3,103.77314538353481,0.005528699087750003,2.44834104999999e-4,3.673908208116031
Coffea_arabica,-6.626670000000001,-3.2436166666666666,-0.19444466666666665,2.6666666666666665,112.41432988999237,1.17635e-4,3.246e-4,2.244
Coleogyne_ramosissima,-2.589667534,-1.290367548,-0.450072282,12.588973333333355,105.7,0.5908453468392498,0.08047339768816619,0.39
Colliguaja_integerrima,-3.4928471124450895,-2.2158832467936582,-0.785635953698421,6.437003333333292,36.8,9.1e-4,4.02e-4,0.43
