Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Quercus suber,PROFITMAX2,FALSE,TRUE,Peguero-Pina et al. (2009),NA,1607,Quercus,suber,NA,39.55,-4.73333333333333,600,12.757,785.5,Quercus_suber,23.027683095238096,-5.2,-3.7,-5.799684210162923,63.3,2.5094040364590984,0.009894119155063595,1.98319697746668e-4,105.26090291282279,-5.200000005062326,10.24375759397469,TRUE,8.16288831174263,0.1310430533272529,NA,-1.6317577460757258,1.342910126552918
