Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Ficus tikoua,PROFITMAX,FALSE,FALSE,Liu et al. (2011),Ficus,tikoua,NA,1621,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Ficus_tikoua,18.914807000000003,-1.5637260410961853,-1.0037921348749927,-2.3063874729901195,58.91606265633792,4.580760239843767,8.301570194666639e-4,1.2320732451035754e-4,105.54878116317879,-1.5637260396859607,2.8770502906746422,TRUE,6.478511054642671,0.1034570305319621,NA,-1.3748942325537987,1.7658243302756782
