Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Malva subovata,CMAX,FALSE,TRUE,Galmes et al. (2007),Malva,subovata,NA,1629,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Malva_subovata,2,-1.5804167489011893,-0.7661187837852507,-2.1537099211403397,75.19118389535538,4.517450798646708,7.245949452047739e-4,1.7175831855000077e-4,99.03453770406075,-1.5804167567381007,3.6124114267333898,TRUE,9.009483430909345,0.028472617885421547,4.0661130114077135,-1.1406437437862273,2.2438083590808797
