Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Cistus albidus,CGAIN,FALSE,TRUE,Galmes et al. (2007),Cistus,albidus,NA,1624,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Cistus_albidus,1,-3.544509107965638,-1.6735963326647643,-5.169932199715588,31.88877606443254,1.1043126542950596,0.006753529105700081,4.162240197499996e-4,103.01951154432139,-3.544509098105833,2.962045350110362,TRUE,8.75423354045287,0.09552991781456698,10.5135706670828,-0.5099384813486839,1.5920815197148792
