Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Quercus pubescens,SOX,FALSE,TRUE,Epron and Dreyer (1990),Quercus,pubescens,NA,1613,NA,44.18,5.25,1200,6.476,1104.6,Quercus_pubescens,22.9089826984127,-4.81,-4.08,-5.797762224798921,82.4,3.971108158205446,2.0468225140765818e-4,2.679387037900037e-4,83.40699093263486,-4.810000006051766,5.98609922946992,TRUE,0.11332330191217983,0.08248182411210996,NA,-3.2212904877855006,2.7631415403911634
