Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma,p50_opt,b_opt
Pyracantha fortuneana,SOX,FALSE,FALSE,Liu et al. (2010),Pyracantha,fortuneana,NA,1619,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Pyracantha_fortuneana,3,-6.209507512336998,-4.480497151531569,-7.397704667953982,30.86001048816028,4.580128334042468,0.09002927633219059,3.202334750944443e-4,140.22466482446927,-6.2095075214664925,6.385658532080656,TRUE,10.691731898745047,0.03241599144267056,NA,-0.7867787378725346,1.0003105670392543
