Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Hypericum balearicum,PHYDRO,FALSE,TRUE,Galmes et al. (2007),Hypericum,balearicum,NA,1627,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Hypericum_balearicum,2,-2.362780228188429,-0.7268386341621588,-4.211019899838752,22.295171249921193,1.692605694630333,2.570104605968263e-4,0.0010851669100095163,80.30817972790325,-2.3627802422912376,1.9347972466400238,TRUE,2.575070924509919,0.15491591207821964,1.320554348988024
Hypericum balearicum,PHYDRO,FALSE,TRUE,Galmes et al. (2007),Hypericum,balearicum,NA,1627,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Hypericum_balearicum,2,-2.362780228188429,-0.7268386341621588,-4.211019899838752,22.295171249921193,1.692605694630333,2.570104605968263e-4,0.0010851669100095163,80.30817972790325,-2.3627802422912376,1.9347972466400238,FALSE,2.575070924509919,NA,1.320554348988024
