Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Olea europaea var. Meski,PROFITMAX2,FALSE,TRUE,Ennajeh et al. (2008),Meski,1634,Olea,europaea,1.35,33.891835,10.101385,30,19.5,218,Olea_europaea,15,-7.2,-3.8,-11.36666667,9.12,1.7797787153600684,0.0027845627867474514,5.669613015955576e-4,35,-7.199999940409177,2.4486275106428517,TRUE,1.2720413477231136,0.10352036824632982,NA
Olea europaea var. Meski,PROFITMAX2,FALSE,TRUE,Ennajeh et al. (2008),Meski,1634,Olea,europaea,1.35,33.891835,10.101385,30,19.5,218,Olea_europaea,15,-7.2,-3.8,-11.36666667,9.12,1.7797787153600684,0.0027845627867474514,5.669613015955576e-4,35,-7.199999940409177,2.4486275106428517,FALSE,1.2720413477231136,NA,NA
