Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Populus tremula,SOX,FALSE,TRUE,Salmon et al. (2020),Populus,tremula,NA,1611,0.98,60.23,25.02,20,5.6,603,Populus_tremula,24.873440333333335,-2.6,-1.77,-3.364044550426377,60,3.8191586710392675,3.5014374642857e-4,0.004139058062715456,84.50155983244662,-2.6000000035415094,4.339720863258613,TRUE,0.39996265325699626,0.1360108260135206,NA
Populus tremula,SOX,FALSE,TRUE,Salmon et al. (2020),Populus,tremula,NA,1611,0.98,60.23,25.02,20,5.6,603,Populus_tremula,24.873440333333335,-2.6,-1.77,-3.364044550426377,60,3.8191586710392675,3.5014374642857e-4,0.004139058062715456,84.50155983244662,-2.6000000035415094,4.339720863258613,FALSE,0.39996265325699626,NA,NA
