Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Rosa cymosa,PROFITMAX2,FALSE,FALSE,Liu et al. (2010),Rosa,cymosa,NA,1620,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Rosa_cymosa,5,-2.2604179382263347,-0.7580711939827623,-4.091275703390505,38.01394813450014,5.321793844660207,0.01044124061707222,2.09933417658335e-4,94.41423068277822,-2.260417947943455,1.8844428185372393,TRUE,2.1642343036146348,0.1027025394349811,NA
Rosa cymosa,PROFITMAX2,FALSE,FALSE,Liu et al. (2010),Rosa,cymosa,NA,1620,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Rosa_cymosa,5,-2.2604179382263347,-0.7580711939827623,-4.091275703390505,38.01394813450014,5.321793844660207,0.01044124061707222,2.09933417658335e-4,94.41423068277822,-2.260417947943455,1.8844428185372393,FALSE,2.1642343036146348,NA,NA
