Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,P50,b,acclimation,K.scale,alpha,gamma
Lysimachia minoricensis,PHYDRO,FALSE,TRUE,Galmes et al. (2007),Lysimachia,minoricensis,NA,1633,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Lysimachia_minoricensis,0.8,-1.88726121735569,-0.60018008992711,-2.99528895559328,30.3659704938348,-1.8872612095235044,2.420479261688195,TRUE,2.9018025388253887,0.15350013339528454,3.816100234244337
Lysimachia minoricensis,PHYDRO,FALSE,TRUE,Galmes et al. (2007),Lysimachia,minoricensis,NA,1633,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Lysimachia_minoricensis,0.8,-1.88726121735569,-0.60018008992711,-2.99528895559328,30.3659704938348,-1.8872612095235044,2.420479261688195,FALSE,2.9018025388253887,NA,3.816100234244337
