Species,scheme,dpsi,inst,source,subsp,ID,genus,species,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,P50,b,acclimation,K.scale,alpha,gamma
Beta maritima subsp. maritima,PMAX3,FALSE,TRUE,Galmes et al. (2007),maritima,1632,Beta,vulgaris,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Beta_vulgaris,1,-2.7522106364269514,-1.1678458503059272,-4.271584601783884,25.81023525239352,1.1848825867531467,0.02208552802069553,9.225245905161153e-4,68.4178593224544,-2.752210645850396,2.543455826711133,TRUE,4.6428438113913355,0.045661290449002356,NA
Beta maritima subsp. maritima,PMAX3,FALSE,TRUE,Galmes et al. (2007),maritima,1632,Beta,vulgaris,NA,39.4666666666667,2.51666666666667,100,17.75,562.21,Beta_vulgaris,1,-2.7522106364269514,-1.1678458503059272,-4.271584601783884,25.81023525239352,1.1848825867531467,0.02208552802069553,9.225245905161153e-4,68.4178593224544,-2.752210645850396,2.543455826711133,FALSE,4.6428438113913355,NA,NA
