Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,P50,b,acclimation,K.scale,alpha,gamma
Eucalyptus populnea,PHYDRO,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,populnea,NA,1603,NA,NA,NA,NA,18.8,370.6,Eucalyptus_populnea,26.3393,-5.64,-3.53,-7.7,26.8361393969202,-5.640000049258216,3.591143924563648,TRUE,0.3235940086987369,0.1524629053577911,0.043873008396613365
Eucalyptus populnea,PHYDRO,FALSE,TRUE,Kelly et al. (2016),Eucalyptus,populnea,NA,1603,NA,NA,NA,NA,18.8,370.6,Eucalyptus_populnea,26.3393,-5.64,-3.53,-7.7,26.8361393969202,-5.640000049258216,3.591143924563648,FALSE,0.3235940086987369,NA,0.043873008396613365
