Species,scheme,dpsi,inst,source,genus,species,subsp,ID,Height.actual..m.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,taxon,Height.max..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,P50,b,acclimation,K.scale,alpha,gamma
Platycarya longipes,CMAX,FALSE,FALSE,Liu et al. (2010),Platycarya,longipes,NA,1617,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Platycarya_longipes,15,-1.25167100212903,-0.758485753083537,-3.16693552054019,55.1017805724124,-1.2516710161840265,1.204429001295997,TRUE,4.508540185962704,0.13883776998478436,0.8753882025018926
Platycarya longipes,CMAX,FALSE,FALSE,Liu et al. (2010),Platycarya,longipes,NA,1617,NA,26.4333333333333,106.683333333333,1147,15.605,1081.44,Platycarya_longipes,15,-1.25167100212903,-0.758485753083537,-3.16693552054019,55.1017805724124,-1.2516710161840265,1.204429001295997,FALSE,4.508540185962704,NA,0.8753882025018926
